5.000000000000000000e+00 4.757846830361287083e+00 3.024434010469645995e-01
7.000000000000000000e+00 2.952285794504933225e+00 2.125767681342493054e-01
1.000000000000000000e+01 2.099490325413555070e+00 1.994283977561167598e-01
1.500000000000000000e+01 1.016898952399422740e+00 1.034075782635359014e-01
2.100000000000000000e+01 7.881969578598825299e-01 1.009894741041758442e-01
3.100000000000000000e+01 9.720201027797754634e-01 1.821395986138838741e-01
4.400000000000000000e+01 6.524842702884413592e-01 1.259214618169411104e-01
6.400000000000000000e+01 4.670293528829204677e-01 8.575970797991366856e-02
9.200000000000000000e+01 3.091850401229623846e-01 5.073179900619306792e-02
1.320000000000000000e+02 1.216008383044814012e-01 2.418527454861309905e-02
