5.000000000000000000e+00 1.326887731273956872e+00 4.750780859764367620e-02
7.000000000000000000e+00 1.005336229391038394e+00 3.577910533083421968e-02
1.000000000000000000e+01 7.649275643423800730e-01 3.033846428056520550e-02
1.500000000000000000e+01 5.094031688983494677e-01 2.725583314827229389e-02
2.100000000000000000e+01 3.224077098085881832e-01 3.063393030094243782e-02
3.100000000000000000e+01 1.543878399693628389e-01 2.003947067997032330e-02
4.400000000000000000e+01 6.216359211833182019e-02 8.004712942376361606e-03
6.400000000000000000e+01 2.831603250746175804e-02 5.677983126579922053e-03
9.200000000000000000e+01 1.024476982958867285e-02 1.327000149479083029e-03
1.320000000000000000e+02 7.619827562772001767e-03 1.859702909754523854e-03
