log N,alpha,mean of log Rg^2,std dev of Rg^2,theory log Rg^2,var err of log Rg^2
5.545177444479562,0.75,1.932827876035046,0.1423477681543683,3.7534179752515073,5.737499910268985e-10
5.545177444479562,0.8,1.8983617220921465,0.1161081315218076,3.7534179752515073,3.9636738771765365e-10
5.545177444479562,0.85,1.871639049918324,0.0988369159294532,3.7534179752515073,3.038107425495804e-10
5.545177444479562,0.9,1.849824113184028,0.0867493515160459,3.7534179752515073,2.515671248811648e-10
5.545177444479562,0.95,1.831629298769814,0.0773634586593832,3.7534179752515073,2.108644171616732e-10
5.545177444479562,1.0,1.815670101713716,0.0700519830364427,3.7534179752515073,1.8362310298952215e-10
3.4657359027997265,0.0,2.4277187677535923,3.841610791656741,1.6739764335716716,4.061031338026537e-07
3.4657359027997265,0.05,2.392800419046371,3.7558338471709223,1.6739764335716716,4.1282218041805473e-07
3.4657359027997265,0.1,2.3559064204124414,3.682525036726497,1.6739764335716716,4.281308713092272e-07
3.4657359027997265,0.15,2.311266011944732,3.575683943365028,1.6739764335716716,4.384853944849739e-07
3.4657359027997265,0.2,2.26070666087214,3.467262175794473,1.6739764335716716,4.553230268591892e-07
3.4657359027997265,0.25,2.2013327336857045,3.3424148957002022,1.6739764335716716,4.766117160043886e-07
3.4657359027997265,0.3,2.132349121805288,3.208873943514113,1.6739764335716716,5.086189531120714e-07
3.4657359027997265,0.35,2.047547990361228,3.026764590401323,1.6739764335716716,5.368481319432331e-07
3.4657359027997265,0.4,1.9503759726303844,2.828065881103769,1.6739764335716716,5.733738393500596e-07
3.4657359027997265,0.45,1.82862162395642,2.552333481571567,1.6739764335716716,5.876432502334281e-07
3.4657359027997265,0.5,1.6888610000920017,2.2239556035467896,1.6739764335716716,5.704130537073938e-07
3.4657359027997265,0.55,1.5313681441346596,1.8239150951236,1.6739764335716716,4.826350965821646e-07
3.4657359027997265,0.6,1.369102815352932,1.4021757461667277,1.6739764335716716,3.374246618217396e-07
3.4657359027997265,0.65,1.216977982018548,1.022362898986647,1.6739764335716716,1.956313471493307e-07
3.4657359027997265,0.7,1.0822300585177245,0.7188199166229681,1.6739764335716716,9.692007427109605e-08
3.4657359027997265,0.75,0.968940765913906,0.5097332235319593,1.6739764335716716,4.755109535153885e-08
3.4657359027997265,0.8,0.8748780416762246,0.3724846695059765,1.6739764335716716,2.522839335834548e-08
3.4657359027997265,0.85,0.7975300639137358,0.2827512258631585,1.6739764335716716,1.486339941721745e-08
3.4657359027997265,0.9,0.7345114268028767,0.2228681644314231,1.6739764335716716,9.581289063710876e-09
3.4657359027997265,0.95,0.6830237180486766,0.1823678652354976,1.6739764335716716,6.736808410602973e-09
3.4657359027997265,1.0,0.6404507913789288,0.1544442353587031,1.6739764335716716,5.129755424832185e-09
6.238324625039508,0.0,5.8542250871466255,134.64137607007092,4.446565155811452,0.0002513166743899
6.238324625039508,0.05,5.877723768793627,144.13745135852815,4.446565155811452,0.0003068271124684
6.238324625039508,0.1,5.762131101036052,131.20118711958858,4.446565155811452,0.0002994257557925
6.238324625039508,0.15,5.70378430715357,123.38538400150576,4.446565155811452,0.0002788768752245
6.238324625039508,0.2,5.59465462905441,114.7688708610647,4.446565155811452,0.0002892587093788
6.238324625039508,0.25,5.4403491565698525,98.05919235529976,4.446565155811452,0.0002461421647646
6.238324625039508,0.3,5.24695634889582,89.08099625854057,4.446565155811452,0.0003008774818248
6.238324625039508,0.35,4.697686200230025,58.05318161971525,4.446565155811452,0.000287770733761
6.238324625039508,0.4,3.6728781617778954,12.77637665958097,4.446565155811452,1.6804022334080505e-05
6.238324625039508,0.45,3.21061167071403,2.820275280951341,4.446565155811452,2.037599103172963e-07
6.238324625039508,0.5,2.973685455667477,1.2834119673122348,4.446565155811452,2.3607551218362594e-08
6.238324625039508,0.55,2.7523023598555185,0.7529113433766011,4.446565155811452,8.735251908165923e-09
6.238324625039508,0.6,2.5424387168278155,0.3713713899508609,4.446565155811452,2.180220598252983e-09
6.238324625039508,0.65,2.4419257498829703,0.2218217035762626,4.446565155811452,7.112804853472682e-10
6.238324625039508,0.7,2.386414613408601,0.1582556454369654,4.446565155811452,3.515094661027152e-10
6.238324625039508,0.75,2.349844000500831,0.1247208516739176,4.446565155811452,2.2260068386288279e-10
6.238324625039508,0.8,2.323154435734916,0.1042874103039702,4.446565155811452,1.6135377681601939e-10
6.238324625039508,0.85,2.3020501047345547,0.0901910850456561,4.446565155811452,1.252668382736673e-10
6.238324625039508,0.9,2.2845187321013616,0.0799334326719476,4.446565155811452,1.0301244292481547e-10
6.238324625039508,0.95,2.26960520658334,0.0721583609916483,4.446565155811452,8.788136978316519e-11
6.238324625039508,1.0,2.257101126660119,0.0663224454667884,4.446565155811452,7.745598837468232e-11
4.158883083359672,0.0,3.3224976294964663,10.122450230194216,2.367123614131617,2.292222353524995e-06
4.158883083359672,0.05,3.282215323190677,9.847877842336626,2.367123614131617,2.322747892719114e-06
4.158883083359672,0.1,3.2335603604304506,9.462850148338044,2.367123614131617,2.2973858806193647e-06
4.158883083359672,0.15,3.17713865421036,9.109731243878963,2.367123614131617,2.348755181475143e-06
4.158883083359672,0.2,3.112244429279813,8.714933269202339,2.367123614131617,2.403755629980186e-06
4.158883083359672,0.25,3.03013229129238,8.208308823848038,2.367123614131617,2.4451242097603863e-06
4.158883083359672,0.3,2.922971651681033,7.652654307872296,2.367123614131617,2.598325464345026e-06
4.158883083359672,0.35,2.787752771324921,6.9833587885242405,2.367123614131617,2.7832472756056014e-06
4.158883083359672,0.4,2.607008466802493,6.065067041804112,2.367123614131617,2.8740433450851085e-06
4.158883083359672,0.45,2.364978171003015,4.826447913173166,2.367123614131617,2.6517408150279875e-06
4.158883083359672,0.5,2.0812819575615102,3.252129881961093,2.367123614131617,1.5668311314532706e-06
4.158883083359672,0.55,1.8183640267314096,1.856589696677655,2.367123614131617,4.935040130289913e-07
4.158883083359672,0.6,1.614200173053666,1.04341174957396,2.367123614131617,1.282743230105566e-07
4.158883083359672,0.65,1.448461300213884,0.6183309398787615,2.367123614131617,3.866515485000793e-08
4.158883083359672,0.7,1.3131507483916671,0.40040516459325,2.367123614131617,1.6156312488572124e-08
4.158883083359672,0.75,1.2119225046623183,0.2745302652079631,2.367123614131617,7.632248909429242e-09
4.158883083359672,0.8,1.14033811699191,0.2025664684240078,2.367123614131617,4.2097412698560996e-09
4.158883083359672,0.85,1.087691499281518,0.1597920697014977,2.367123614131617,2.68052050095736e-09
4.158883083359672,0.9,1.0466978642453604,0.1327404544224414,2.367123614131617,1.963139562223576e-09
4.158883083359672,0.95,1.0129321999893202,0.1143775734226686,2.367123614131617,1.565130946112145e-09
4.158883083359672,1.0,0.9843036128121896,0.1011075890755789,2.367123614131617,1.3423746857764414e-09
2.079441541679836,0.0,0.5516275032196355,0.5041513339912247,0.2876820724517808,4.1984863997011686e-08
2.079441541679836,0.05,0.5368527416606359,0.5013678143652728,0.2876820724517808,4.29251238140644e-08
2.079441541679836,0.1,0.5218878973866629,0.4995359551003491,0.2876820724517808,4.3793329022756324e-08
2.079441541679836,0.15,0.5055092072207276,0.4972548598135127,0.2876820724517808,4.4738456596481256e-08
2.079441541679836,0.2,0.4887176521832265,0.4942182350983614,0.2876820724517808,4.578882125342309e-08
2.079441541679836,0.25,0.4698477860952939,0.4903527003894361,0.2876820724517808,4.662376169383964e-08
2.079441541679836,0.3,0.4510601842281077,0.4857534766047777,0.2876820724517808,4.7731889161276696e-08
2.079441541679836,0.35,0.4305379166003612,0.4813098134983899,0.2876820724517808,4.8853525651383893e-08
2.079441541679836,0.4,0.4093720591166009,0.4745716554544801,0.2876820724517808,4.9517027901266956e-08
2.079441541679836,0.45,0.3879613206788327,0.468391195794857,0.2876820724517808,5.065308337306879e-08
2.079441541679836,0.5,0.3647631753789486,0.4616366294581276,0.2876820724517808,5.1739188468733724e-08
2.079441541679836,0.55,0.3405127524588576,0.4530839232129273,0.2876820724517808,5.2658705129208825e-08
2.079441541679836,0.6,0.3156634638506823,0.4438536133662152,0.2876820724517808,5.3505814286840544e-08
2.079441541679836,0.65,0.2896668933345103,0.4343501288872867,0.2876820724517808,5.414565123087588e-08
2.079441541679836,0.7,0.2631580569502857,0.423050862844492,0.2876820724517808,5.4423848372648614e-08
2.079441541679836,0.75,0.2361198586714619,0.4116614495169713,0.2876820724517808,5.484270946063589e-08
2.079441541679836,0.8,0.2078262997621425,0.3983912205586499,0.2876820724517808,5.475437107769664e-08
2.079441541679836,0.85,0.1801322651442655,0.3854751683890117,0.2876820724517808,5.4638555599516894e-08
2.079441541679836,0.9,0.1507475221394701,0.3707901467621825,0.2876820724517808,5.382645035185291e-08
2.079441541679836,0.95,0.1224268356847208,0.3568085400144947,0.2876820724517808,5.3226657393670815e-08
2.079441541679836,1.0,0.093426617880795,0.341276750862667,0.2876820724517808,5.1920339965591206e-08
