log N,alpha,mean of log Rg^2,std dev of Rg^2,theory log Rg^2,var err of log Rg^2
4.852030263919617,0.0,4.192634590045977,25.682355967955505,3.060270794691562,1.287781858784076e-05
4.852030263919617,0.05,4.145330892106784,24.42492813777388,3.060270794691562,1.2153970849877117e-05
4.852030263919617,0.1,4.089719745099573,23.376631097926115,3.060270794691562,1.20582127329046e-05
4.852030263919617,0.15,4.024816068934459,22.29183782329561,3.060270794691562,1.214541004203515e-05
4.852030263919617,0.2,3.94637018029618,20.881670131462627,3.060270794691562,1.1900607821301706e-05
4.852030263919617,0.25,3.8470435077220713,19.73404614357045,3.060270794691562,1.285647927268998e-05
4.852030263919617,0.3,3.6979413682106137,17.445040087811332,3.060270794691562,1.2440787377587112e-05
4.852030263919617,0.35,3.4861602044721964,15.135292038400395,3.060270794691562,1.3642009520889085e-05
4.852030263919617,0.4,3.144813260051143,11.284102129797866,3.060270794691562,1.260836514225079e-05
4.852030263919617,0.45,2.691947834468898,6.243394297731103,3.060270794691562,5.5234052354653e-06
4.852030263919617,0.5,2.320652752367838,2.5856779426832324,3.060270794691562,6.819133329473748e-07
4.852030263919617,0.55,2.078679001651373,1.1382986791212617,3.060270794691562,7.52114122198928e-08
4.852030263919617,0.6,1.8833349990142665,0.6513060900314297,3.060270794691562,2.259432978009266e-08
4.852030263919617,0.65,1.7174242152606387,0.3872275588345933,3.060270794691562,8.360243278449535e-09
4.852030263919617,0.7,1.6103059457702045,0.247042580495578,3.060270794691562,3.2776598254307717e-09
4.852030263919617,0.75,1.5429202188507651,0.1789052627233423,3.060270794691562,1.715879148375736e-09
4.852030263919617,0.8,1.495812566406213,0.1407402142715411,3.060270794691562,1.0959998224403304e-09
4.852030263919617,0.85,1.4600457840201546,0.1170770569067725,3.060270794691562,8.043443438257116e-10
4.852030263919617,0.9,1.431361801555693,0.1009455252333766,3.060270794691562,6.447128815701712e-10
4.852030263919617,0.95,1.4073810146104502,0.089381510576464,3.060270794691562,5.519437728132476e-10
4.852030263919617,1.0,1.3865635889063683,0.0806367835389905,3.060270794691562,4.939218736626279e-10
2.772588722239781,0.0,1.5054107155320222,1.3979759983645137,0.9808292530117262,7.720557469106022e-08
2.772588722239781,0.05,1.4800509552733296,1.3838823832819154,0.9808292530117262,8.017785525299677e-08
2.772588722239781,0.1,1.4523694161382232,1.3642054894580655,0.9808292530117262,8.288526348521805e-08
2.772588722239781,0.15,1.422125017912698,1.345549605409151,0.9808292530117262,8.668354223044859e-08
2.772588722239781,0.2,1.3886122346476109,1.3230798659512877,0.9808292530117262,9.0572984725122e-08
2.772588722239781,0.25,1.3513980740884035,1.2965222826043246,0.9808292530117262,9.50738638808094e-08
2.772588722239781,0.3,1.3103178479166189,1.2665704025720534,0.9808292530117262,1.002821909334365e-07
2.772588722239781,0.35,1.264690016149862,1.230539262788597,0.9808292530117262,1.05547754859818e-07
2.772588722239781,0.4,1.214328801149224,1.191354103842612,0.9808292530117262,1.1201133572198627e-07
2.772588722239781,0.45,1.1577826155280515,1.1423771966071905,0.9808292530117262,1.1776782086542849e-07
2.772588722239781,0.5,1.0953567568295934,1.0846446433742358,0.9808292530117262,1.227257907144796e-07
2.772588722239781,0.55,1.0287132758661668,1.0218896676527705,0.9808292530117262,1.2682000855155614e-07
2.772588722239781,0.6,0.955275756050114,0.9444181619424492,0.9808292530117262,1.2645592653581938e-07
2.772588722239781,0.65,0.8785117676441586,0.8599301006595184,0.9808292530117262,1.228367437950898e-07
2.772588722239781,0.7,0.8005996251409672,0.7712912977288217,0.9808292530117262,1.1489316288763485e-07
2.772588722239781,0.75,0.7215130858833966,0.6768968465533444,0.9808292530117262,1.0120183664766252e-07
2.772588722239781,0.8,0.6447700896172003,0.5860370026563932,0.9808292530117262,8.591766459443822e-08
2.772588722239781,0.85,0.5718142216439573,0.4973236423640427,0.9808292530117262,6.826938553255892e-08
2.772588722239781,0.9,0.5055403129788747,0.4202942481578582,0.9808292530117262,5.27288786010835e-08
2.772588722239781,0.95,0.4453977749787605,0.3550702289827529,0.9808292530117262,4.0198191410666016e-08
2.772588722239781,1.0,0.3914612751936587,0.3000994661455299,0.9808292530117262,3.0398410744308276e-08
5.545177444479562,0.0,5.043553822684341,61.78667372437541,3.7534179752515073,6.458501542638267e-05
5.545177444479562,0.05,4.992711099085533,58.77993952492331,3.7534179752515073,6.172540042839993e-05
5.545177444479562,0.1,4.935664019959043,56.33250594008712,3.7534179752515073,6.180895473827099e-05
5.545177444479562,0.15,4.858683465932751,52.107201702742906,3.7534179752515073,5.7069465261455067e-05
5.545177444479562,0.2,4.768301749438353,49.21094461819269,3.7534179752515073,5.974592257277825e-05
5.545177444479562,0.25,4.650098771664852,44.41752338097257,3.7534179752515073,5.661529025061317e-05
5.545177444479562,0.3,4.4700757126478505,39.27084280854837,3.7534179752515073,5.981496652085498e-05
5.545177444479562,0.35,4.138841637979934,30.97606001760964,3.7534179752515073,6.395207320355465e-05
5.545177444479562,0.4,3.51537954941438,16.730379607281225,3.7534179752515073,3.900814670012688e-05
5.545177444479562,0.45,2.9071322720828423,4.394448745028223,3.7534179752515073,1.50731540995209e-06
5.545177444479562,0.5,2.615974843345941,1.6028739158326617,3.7534179752515073,8.681722267010265e-08
5.545177444479562,0.55,2.40100636205464,0.8580985066011699,3.7534179752515073,2.00708466806736e-08
5.545177444479562,0.6,2.189077502773136,0.4792595426797768,3.7534179752515073,7.072869973599811e-09
5.545177444479562,0.65,2.0542060196333107,0.2719260688711463,3.7534179752515073,2.114218497351421e-09
5.545177444479562,0.7,1.9802674263668676,0.1855780652864721,3.7534179752515073,9.546264333057556e-10
